년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시,,평균기온(℃),평균최고기온(℃),최저기온(℃)
2015,12,5,97649,82735,62921,19814,31.5,2015/12/05(11:00),,5.5,8.7,-3
2015,12,4,97649,87385,74655,12730,17.1,2015/12/04(10:00),,2.8,5.7,-8.9
2015,12,3,97649,87792,73871,13921,18.8,2015/12/03(11:00),,3,6.5,-0.3
2015,12,2,97649,88032,71955,16077,22.3,2015/12/02(11:00),,7.3,11.3,-3.8
2015,12,1,97649,87826,72117,15709,21.8,2015/12/01(10:00),,4.7,12.1,-8.4
2015,11,30,97649,86474,70678,15796,22.3,2015/11/30(10:00),,6.4,11.6,-5.1
2015,11,29,97649,76811,58656,18155,31,2015/11/29(01:00),,5.2,9.6,-8.8
2015,11,28,97649,80131,63822,16309,25.6,2015/11/28(11:00),,3.2,7.2,-7.5
2015,11,27,97649,87180,73965,13215,17.9,2015/11/27(11:00),,1.1,4,-9.3
2015,11,26,97649,87156,73301,13855,18.9,2015/11/26(18:00),,0.9,4.5,-8.6
2015,11,25,97649,84776,70103,14673,20.9,2015/11/25(11:00),,5.6,7.6,-1.6
2015,11,24,97649,84583,67791,16792,24.8,2015/11/24(18:00),,8.5,11.2,6
2015,11,23,97476,83739,66940,16799,25.1,2015/11/23(18:00),,10.9,12.7,1.2
2015,11,22,97476,76676,54692,21984,40.2,2015/11/22(23:00),,11.3,15.5,2.4
2015,11,21,97476,78079,58603,19476,33.2,2015/11/21(11:00),,9.6,13.5,0.2
2015,11,20,97476,82380,65527,16853,25.7,2015/11/20(10:00),,11,15.9,2.9
2015,11,19,97476,82445,66358,16087,24.2,2015/11/19(18:00),,10.2,12.1,2.2
2015,11,18,97476,81932,66812,15120,22.6,2015/11/18(17:00),,11.6,14.2,1.7
2015,11,17,97476,81452,65056,16396,25.2,2015/11/17(11:00),,14.3,17.1,5.6
2015,11,16,97476,81378,65914,15464,23.5,2015/11/16(18:00),,12.6,15.8,1.7
2015,11,15,97476,75023,54480,20543,37.7,2015/11/15(23:00),,13.5,18.3,3.5
2015,11,14,97476,78775,57776,20999,36.3,2015/11/14(11:00),,13.8,16.2,8.2
2015,11,13,97476,82613,66214,16399,24.8,2015/11/13(11:00),,12.1,13.9,6
2015,11,12,97476,83048,64451,18597,28.9,2015/11/12(19:00),,13.7,18.1,9.1
2015,11,11,97476,81643,64221,17422,27.1,2015/11/11(10:00),,11.5,17.1,2.4
2015,11,10,97476,82102,65234,16868,25.9,2015/11/10(19:00),,11.1,15.3,3.3
2015,11,9,97476,81759,65021,16738,25.7,2015/11/09(18:00),,12.7,15.5,6.4
2015,11,8,97476,75984,54098,21895,40.5,2015/11/08(19:00),,13.7,15.1,6.3
2015,11,7,97476,76226,58830,17396,29.6,2015/11/07(12:00),,13.2,14.5,5.1
2015,11,6,97476,81267,63785,17482,27.4,2015/11/06(18:00),,13.5,19.2,-0.1
2015,11,5,97476,80033,63626,16407,25.8,2015/11/05(10:00),,12.9,20.7,거제
2015,11,4,97476,79933,64007,15926,24.9,2015/11/04(19:00),,10.9,20,-3.8
2015,11,3,97476,80177,64524,15646,24.2,2015/11/03(19:00),,10.8,19,-2.1
2015,11,2,97476,80407,64439,15968,24.8,2015/11/02(19:00),,10.1,16.4,-0.5
2015,11,1,97476,72113,54224,17889,33,2015/11/01(19:00),,6.7,11.2,-7.2
2015,10,31,97476,73327,56721,16606,29.3,2015/10/31(19:00),,6.3,13.2,-7.3
2015,10,30,96828,80518,64239,16279,25.3,2015/10/30(19:00),,8,12.8,-3.5
2015,10,29,96828,81438,64520,16918,26.2,2015/10/29(19:00),,10.5,16.3,-2.6
2015,10,28,96828,80177,63356,16821,26.5,2015/10/28(19:00),,11.4,17.2,-1.7
2015,10,27,96828,80026,64385,15641,24.3,2015/10/27(19:00),,13.4,17.8,3.1
2015,10,26,96828,79075,63891,15184,23.8,2015/10/26(19:00),,14.4,19.8,-0.9
2015,10,25,96828,69680,52758,16922,32.1,2015/10/25(20:00),,14.7,21,1.6
2015,10,24,96828,70752,55946,14806,26.5,2015/10/24(11:00),,16.2,22.3,11.3
2015,10,23,96828,75294,63199,12095,19.1,2015/10/23(19:00),,16.3,22,7.7
2015,10,22,96828,75761,64211,11550,18,2015/10/22(19:00),,16.3,21.6,6.8
2015,10,21,96828,75341,64102,11239,17.5,2015/10/21(19:00),,16.9,23.9,6.8
2015,10,20,96828,75208,65040,10168,15.6,2015/10/20(19:00),,16.8,24.1,4.9
2015,10,19,96828,74906,64033,10873,17,2015/10/19(19:00),,16.4,23.5,4.8
2015,10,18,96828,71642,53494,18148,33.9,2015/10/18(20:00),,16.2,25.2,1.6
2015,10,17,96828,71663,56043,15620,27.9,2015/10/17(11:00),,16.1,24.8,광양시
2015,10,16,96828,74633,63790,10843,17,2015/10/16(19:00),,15.8,23.5,1.7
2015,10,15,96828,74187,64576,9611,14.9,2015/10/15(19:00),,15.7,23.8,0.9
2015,10,14,96828,73097,63625,9472,14.9,2015/10/14(01:00),,15.5,23.3,2.2
2015,10,13,96828,73167,63812,9355,14.7,2015/10/13(19:00),,14.4,21.8,-0.5
2015,10,12,96828,74544,63312,11232,17.7,2015/10/12(19:00),,13.4,18.5,2.9
2015,10,11,96828,68218,52812,15406,29.2,2015/10/11(20:00),,12.7,17,3.1
2015,10,10,96828,69590,54244,15346,28.3,2015/10/10(19:00),,13.7,20.7,-0.9
2015,10,9,96828,72391,58063,14328,24.7,2015/10/09(20:00),,16,21.4,2.2
2015,10,8,96828,76750,63497,13253,20.9,2015/10/08(19:00),,17.5,24.4,4.8
2015,10,7,96828,76699,64311,12388,19.3,2015/10/07(17:00),,17.2,24.8,3.3
2015,10,6,96828,78198,64572,13626,21.1,2015/10/06(19:00),,16.8,25.4,2.2
2015,10,5,96828,78704,63691,15013,23.6,2015/10/05(19:00),,16.7,24.4,1.1
2015,10,4,96828,72856,53269,19587,36.8,2015/10/04(20:00),,16.5,23.6,2.8
2015,10,3,96828,72319,55982,16337,29.2,2015/10/03(20:00),,18.2,24.9,11.9
2015,10,2,96828,80112,62303,17809,28.6,2015/10/02(19:00),,15.9,21.9,3.4
